core-default.xml OtherComponent jar:file:/root/.m2/repository/org/apache/hadoop/hadoop-common/3.2.1/hadoop-common-3.2.1.jar!/core-default.xml
dfs.namenode.retrycache.heap.percent OtherComponent 0.03
dfs.namenode.retrycache.heap.percent OtherComponent 0.03f
dfs.namenode.rpc-address NameNode 127.0.0.1:12104
dfs.namenode.rpc-address NameNode 127.0.0.1:12106
dfs.namenode.rpc-address NameNode localhost:12104
dfs.namenode.rpc-address NameNode localhost:12106
dfs.namenode.rpc-address OtherComponent 127.0.0.1:12104
dfs.namenode.rpc-address OtherComponent 127.0.0.1:12106
dfs.namenode.rpc-address OtherComponent localhost:12104
dfs.namenode.rpc-address OtherComponent localhost:12106
dfs.namenode.rpc-address.auxiliary-ports NameNode [I@325f84c9
dfs.namenode.rpc-address.auxiliary-ports NameNode [I@4b04966
dfs.namenode.rpc-address.auxiliary-ports NameNode [I@54f9e282
dfs.namenode.rpc-address.auxiliary-ports NameNode [I@5e484650
dfs.namenode.rpc-address.auxiliary-ports NameNode [I@613d7b4
dfs.namenode.rpc-address.auxiliary-ports NameNode [I@64953cec
dfs.namenode.rpc-address.auxiliary-ports NameNode [I@75a58c05
dfs.namenode.rpc-address.auxiliary-ports NameNode [Ljava.lang.String;@21439255
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@10a189aa
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@19a7fbce
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@1bb69534
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@1ce4bbd0
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@204421ca
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@25ec0a80
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@28426237
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@291f6eb
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@327e4f60
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@36032420
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@3e84d16e
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@4014b4ad
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@45815e78
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@48431d7e
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@528cc003
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@53ea78cc
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@59560cf4
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@5a1ed73
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@5cab4e44
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@67c8ff72
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@68acd741
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@69b9a35
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@6c60efcf
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@79aac2f9
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@7a063a29
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@7dad2315
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@940b656
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [I@d3870eb
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 NameNode [Ljava.lang.String;@21439255
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 OtherComponent [I@32aa5c5b
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 OtherComponent [I@396c449
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 OtherComponent [I@6a02dd88
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 OtherComponent [I@a0895fe
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn0 OtherComponent [Ljava.lang.String;@21439255
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@127da4b2
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@1391ee90
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@17df14bc
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@1b54fd44
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@1e25b378
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@20d3eb4e
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@20f1967f
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@2332a2d1
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@24a2748d
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@28d590d3
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@30ae88a7
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@3c8eeb9d
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@3cd19180
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@3ec51b55
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@3fa250e9
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@43700ee3
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@4d17aed9
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@535dca0f
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@5acb4813
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@66f15a7e
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@6708de7
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@6fe60f3
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@72337903
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@753ac33d
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@77b44a8a
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@78f9cbd9
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@bc5d6e8
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [I@ea4a8a6
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 NameNode [Ljava.lang.String;@21439255
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 OtherComponent [I@6275a2d9
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 OtherComponent [I@663ef12a
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 OtherComponent [I@6b6ed3ce
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 OtherComponent [I@c2a28c
dfs.namenode.rpc-address.auxiliary-ports.ns1.nn1 OtherComponent [Ljava.lang.String;@21439255
dfs.namenode.rpc-address.ns1.nn0 NameNode 127.0.0.1:12104
dfs.namenode.rpc-address.ns1.nn0 NameNode localhost:12104
dfs.namenode.rpc-address.ns1.nn0 OtherComponent 127.0.0.1:12104
dfs.namenode.rpc-address.ns1.nn0 OtherComponent localhost:12104
dfs.namenode.rpc-address.ns1.nn1 NameNode 127.0.0.1:12106
dfs.namenode.rpc-address.ns1.nn1 NameNode localhost:12106
dfs.namenode.rpc-address.ns1.nn1 OtherComponent 127.0.0.1:12106
dfs.namenode.rpc-address.ns1.nn1 OtherComponent localhost:12106
dfs.namenode.safemode.extension NameNode 0
dfs.namenode.safemode.extension OtherComponent 0
dfs.namenode.safemode.extension.testing OtherComponent 0
dfs.namenode.safemode.min.datanodes NameNode 0
dfs.namenode.safemode.min.datanodes OtherComponent 0
dfs.namenode.safemode.replication.min NameNode 1
dfs.namenode.safemode.replication.min OtherComponent 1
dfs.namenode.safemode.threshold-pct NameNode 0.999
dfs.namenode.safemode.threshold-pct NameNode 0.999f
dfs.namenode.safemode.threshold-pct OtherComponent 0.999
dfs.namenode.safemode.threshold-pct OtherComponent 0.999f
dfs.namenode.shared.edits.dir JournalNode qjournal://127.0.0.1:39246;127.0.0.1:46209;127.0.0.1:40704/ns1
dfs.namenode.shared.edits.dir NameNode [qjournal://127.0.0.1:39246;127.0.0.1:46209;127.0.0.1:40704/ns1]
dfs.namenode.shared.edits.dir NameNode qjournal://127.0.0.1:39246;127.0.0.1:46209;127.0.0.1:40704/ns1
dfs.namenode.shared.edits.dir OtherComponent []
dfs.namenode.shared.edits.dir OtherComponent [qjournal://127.0.0.1:39246;127.0.0.1:46209;127.0.0.1:40704/ns1]
dfs.namenode.shared.edits.dir OtherComponent qjournal://127.0.0.1:39246;127.0.0.1:46209;127.0.0.1:40704/ns1
dfs.namenode.snapshot.capture.openfiles NameNode false
dfs.namenode.snapshot.capture.openfiles OtherComponent false
dfs.namenode.snapshot.max.limit NameNode 65536
dfs.namenode.snapshot.max.limit OtherComponent 65536
dfs.namenode.snapshot.skip.capture.accesstime-only-change NameNode false
dfs.namenode.snapshot.skip.capture.accesstime-only-change OtherComponent false
dfs.namenode.snapshot.skiplist.interval NameNode 10
dfs.namenode.snapshot.skiplist.interval OtherComponent 10
dfs.namenode.snapshot.skiplist.max.levels NameNode 0
dfs.namenode.snapshot.skiplist.max.levels OtherComponent 0
dfs.namenode.snapshotdiff.allow.snap-root-descendant NameNode true
dfs.namenode.snapshotdiff.allow.snap-root-descendant OtherComponent true
dfs.namenode.snapshotdiff.listing.limit NameNode 1000
dfs.namenode.snapshotdiff.listing.limit OtherComponent 1000
dfs.namenode.stale.datanode.interval NameNode 30000
dfs.namenode.stale.datanode.interval OtherComponent 30000
dfs.namenode.stale.datanode.minimum.interval NameNode 3
dfs.namenode.stale.datanode.minimum.interval OtherComponent 3
dfs.namenode.startup NameNode REGULAR
dfs.namenode.startup OtherComponent REGULAR
dfs.namenode.startup.delay.block.deletion.sec NameNode 0
dfs.namenode.startup.delay.block.deletion.sec OtherComponent 0
dfs.namenode.storage.dir.perm NameNode 700
dfs.namenode.storage.dir.perm OtherComponent 700
dfs.namenode.storageinfo.defragment.interval.ms NameNode 600000
dfs.namenode.storageinfo.defragment.interval.ms OtherComponent 600000
dfs.namenode.storageinfo.defragment.ratio NameNode 0.75
dfs.namenode.storageinfo.defragment.ratio OtherComponent 0.75
dfs.namenode.storageinfo.defragment.timeout.ms NameNode 4
dfs.namenode.storageinfo.defragment.timeout.ms OtherComponent 4
dfs.namenode.support.allow.format OtherComponent true
dfs.namenode.tolerate.heartbeat.multiplier NameNode 4
dfs.namenode.tolerate.heartbeat.multiplier OtherComponent 4
dfs.namenode.top.enabled NameNode true
dfs.namenode.top.enabled OtherComponent true
dfs.namenode.top.num.users NameNode 10
dfs.namenode.top.num.users OtherComponent 10
dfs.namenode.top.window.num.buckets NameNode 10
dfs.namenode.top.window.num.buckets OtherComponent 10
dfs.namenode.top.windows.minutes NameNode 1,5,25
dfs.namenode.top.windows.minutes NameNode [Ljava.lang.String;@15afc1ab
dfs.namenode.top.windows.minutes NameNode [Ljava.lang.String;@31a72d0c
dfs.namenode.top.windows.minutes NameNode [Ljava.lang.String;@39781080
dfs.namenode.top.windows.minutes NameNode [Ljava.lang.String;@4acfceb6
dfs.namenode.top.windows.minutes NameNode [Ljava.lang.String;@4db174d0
dfs.namenode.top.windows.minutes NameNode [Ljava.lang.String;@72acc42e
dfs.namenode.top.windows.minutes NameNode [Ljava.lang.String;@76b3b10f
dfs.namenode.top.windows.minutes OtherComponent 1,5,25
dfs.namenode.top.windows.minutes OtherComponent [Ljava.lang.String;@102f07e2
dfs.namenode.top.windows.minutes OtherComponent [Ljava.lang.String;@2ea0249e
dfs.namenode.write-lock-reporting-threshold-ms NameNode 5000
dfs.namenode.write-lock-reporting-threshold-ms OtherComponent 5000
dfs.namenode.write.stale.datanode.ratio NameNode 0.5
dfs.namenode.write.stale.datanode.ratio NameNode 0.5f
dfs.namenode.write.stale.datanode.ratio OtherComponent 0.5
dfs.namenode.write.stale.datanode.ratio OtherComponent 0.5f
dfs.namenode.xattrs.enabled NameNode true
dfs.namenode.xattrs.enabled OtherComponent true
dfs.nameservice.id NameNode ns1
dfs.nameservice.id OtherComponent ns1
dfs.nameservices JournalNode []
dfs.nameservices NameNode [ns1]
dfs.nameservices NameNode ns1
dfs.nameservices OtherComponent [ns1]
dfs.nameservices OtherComponent ns1
dfs.net.topology.impl NameNode org.apache.hadoop.hdfs.net.DFSNetworkTopology
dfs.net.topology.impl OtherComponent org.apache.hadoop.hdfs.net.DFSNetworkTopology
dfs.permissions.ContentSummary.subAccess NameNode false
dfs.permissions.ContentSummary.subAccess OtherComponent false
dfs.permissions.enabled NameNode true
dfs.permissions.enabled OtherComponent true
dfs.permissions.superusergroup NameNode supergroup
dfs.permissions.superusergroup OtherComponent supergroup
dfs.provided.storage.id NameNode DS-PROVIDED
dfs.provided.storage.id OtherComponent DS-PROVIDED
dfs.qjm.operations.timeout JournalNode 60000
dfs.qjm.operations.timeout JournalNode 60s
dfs.qjm.operations.timeout NameNode 60000
dfs.qjm.operations.timeout NameNode 60s
dfs.qjm.operations.timeout OtherComponent 60000
dfs.qjm.operations.timeout OtherComponent 60s
dfs.qjournal.accept-recovery.timeout.ms JournalNode 120000
dfs.qjournal.accept-recovery.timeout.ms NameNode 120000
dfs.qjournal.accept-recovery.timeout.ms OtherComponent 120000
dfs.qjournal.finalize-segment.timeout.ms JournalNode 120000
dfs.qjournal.finalize-segment.timeout.ms NameNode 120000
dfs.qjournal.finalize-segment.timeout.ms OtherComponent 120000
dfs.qjournal.get-journal-state.timeout.ms JournalNode 120000
dfs.qjournal.get-journal-state.timeout.ms NameNode 120000
dfs.qjournal.get-journal-state.timeout.ms OtherComponent 120000
dfs.qjournal.http.open.timeout.ms JournalNode 60000
dfs.qjournal.http.open.timeout.ms NameNode 60000
dfs.qjournal.http.open.timeout.ms OtherComponent 60000
dfs.qjournal.http.read.timeout.ms JournalNode 60000
dfs.qjournal.http.read.timeout.ms NameNode 60000
dfs.qjournal.http.read.timeout.ms OtherComponent 60000
dfs.qjournal.new-epoch.timeout.ms JournalNode 120000
dfs.qjournal.new-epoch.timeout.ms NameNode 120000
dfs.qjournal.new-epoch.timeout.ms OtherComponent 120000
dfs.qjournal.prepare-recovery.timeout.ms JournalNode 120000
dfs.qjournal.prepare-recovery.timeout.ms NameNode 120000
dfs.qjournal.prepare-recovery.timeout.ms OtherComponent 120000
dfs.qjournal.queued-edits.limit.mb JournalNode 10
dfs.qjournal.queued-edits.limit.mb NameNode 10
dfs.qjournal.queued-edits.limit.mb OtherComponent 10
dfs.qjournal.select-input-streams.timeout.ms JournalNode 20000
dfs.qjournal.select-input-streams.timeout.ms NameNode 20000
dfs.qjournal.select-input-streams.timeout.ms OtherComponent 20000
dfs.qjournal.start-segment.timeout.ms JournalNode 20000
dfs.qjournal.start-segment.timeout.ms NameNode 20000
dfs.qjournal.start-segment.timeout.ms OtherComponent 20000
dfs.qjournal.write-txns.timeout.ms JournalNode 20000
dfs.qjournal.write-txns.timeout.ms NameNode 20000
dfs.qjournal.write-txns.timeout.ms OtherComponent 20000
dfs.quota.by.storage.type.enabled NameNode true
dfs.quota.by.storage.type.enabled OtherComponent true
dfs.reformat.disabled OtherComponent false
dfs.replication NameNode 0
dfs.replication OtherComponent 0
dfs.replication OtherComponent 3
dfs.replication.max NameNode 512
dfs.replication.max OtherComponent 512
dfs.short.circuit.shared.memory.watcher.interrupt.check.ms NameNode 60000
dfs.short.circuit.shared.memory.watcher.interrupt.check.ms OtherComponent 60000
dfs.storage.policy.enabled NameNode true
dfs.storage.policy.enabled OtherComponent true
dfs.storage.policy.satisfier.mode NameNode none
dfs.storage.policy.satisfier.mode OtherComponent none
dfs.use.dfs.network.topology NameNode true
dfs.use.dfs.network.topology OtherComponent true
dfs.user.home.dir.prefix NameNode /user
dfs.web.authentication.filter NameNode org.apache.hadoop.hdfs.web.AuthFilter
dfs.webhdfs.acl.provider.permission.pattern NameNode ^(default:)?(user|group|mask|other):[[A-Za-z_][A-Za-z0-9._-]]*:([rwx-]{3})?(,(default:)?(user|group|mask|other):[[A-Za-z_][A-Za-z0-9._-]]*:([rwx-]{3})?)*$
dfs.webhdfs.rest-csrf.enabled NameNode false
dfs.webhdfs.user.provider.user.pattern NameNode ^[A-Za-z_][A-Za-z0-9._-]*[$]?$
dfs.xframe.enabled NameNode true
dfs.xframe.value NameNode SAMEORIGIN
file.bytes-per-checksum OtherComponent 512
fs.automatic.close NameNode true
fs.automatic.close OtherComponent true
fs.client.resolve.remote.symlinks NameNode true
fs.client.resolve.remote.symlinks OtherComponent true
fs.client.resolve.topology.enabled OtherComponent false
fs.defaultFS NameNode hdfs://127.0.0.1:12104
fs.defaultFS NameNode hdfs://127.0.0.1:12106
fs.defaultFS NameNode hdfs://localhost:12104
fs.defaultFS NameNode hdfs://localhost:12106
fs.defaultFS NameNode hdfs://ns1
fs.defaultFS OtherComponent hdfs://127.0.0.1:12106
fs.defaultFS OtherComponent hdfs://localhost:12104
fs.defaultFS OtherComponent hdfs://localhost:12106
fs.defaultFS OtherComponent hdfs://ns1
fs.df.interval NameNode 60000
fs.file.impl.disable.cache OtherComponent false
fs.hdfs.impl.disable.cache NameNode false
fs.local.block.size OtherComponent 33554432
fs.permissions.umask-mode NameNode 022
fs.permissions.umask-mode OtherComponent 022
fs.protected.directories NameNode []
fs.protected.directories OtherComponent []
fs.trash.interval NameNode 0
fs.trash.interval OtherComponent 0
hadoop.caller.context.enabled NameNode false
hadoop.caller.context.enabled OtherComponent false
hadoop.caller.context.max.size NameNode 128
hadoop.caller.context.max.size OtherComponent 128
hadoop.caller.context.signature.max.size NameNode 40
hadoop.caller.context.signature.max.size OtherComponent 40
hadoop.http.acceptor.count JournalNode -1
hadoop.http.acceptor.count NameNode -1
hadoop.http.authentication.kerberos.keytab JournalNode /root/hadoop.keytab
hadoop.http.authentication.kerberos.keytab NameNode /root/hadoop.keytab
hadoop.http.authentication.kerberos.principal JournalNode HTTP/_HOST@LOCALHOST
hadoop.http.authentication.kerberos.principal NameNode HTTP/_HOST@LOCALHOST
hadoop.http.authentication.signature.secret.file JournalNode /root/hadoop-http-auth-signature-secret
hadoop.http.authentication.signature.secret.file NameNode /root/hadoop-http-auth-signature-secret
hadoop.http.authentication.simple.anonymous.allowed JournalNode true
hadoop.http.authentication.simple.anonymous.allowed NameNode true
hadoop.http.authentication.token.validity JournalNode 36000
hadoop.http.authentication.token.validity NameNode 36000
hadoop.http.authentication.type JournalNode simple
hadoop.http.authentication.type NameNode simple
hadoop.http.filter.initializers JournalNode [Ljava.lang.Class;@19f81670
hadoop.http.filter.initializers JournalNode [Ljava.lang.Class;@4ddacdc3
hadoop.http.filter.initializers JournalNode [Ljava.lang.Class;@ef8d347
hadoop.http.filter.initializers JournalNode [Ljava.lang.String;@1b9a4358
hadoop.http.filter.initializers JournalNode [Ljava.lang.String;@657c5a06
hadoop.http.filter.initializers JournalNode [Ljava.lang.String;@6a13f405
hadoop.http.filter.initializers JournalNode org.apache.hadoop.http.lib.StaticUserWebFilter
hadoop.http.filter.initializers NameNode [Ljava.lang.Class;@1019857d
hadoop.http.filter.initializers NameNode [Ljava.lang.Class;@1901be4c
hadoop.http.filter.initializers NameNode [Ljava.lang.Class;@2bc15bd3
hadoop.http.filter.initializers NameNode [Ljava.lang.Class;@2c24132f
hadoop.http.filter.initializers NameNode [Ljava.lang.Class;@35750e15
hadoop.http.filter.initializers NameNode [Ljava.lang.Class;@54b9240a
hadoop.http.filter.initializers NameNode [Ljava.lang.Class;@8dd2aef
hadoop.http.filter.initializers NameNode [Ljava.lang.String;@12302502
hadoop.http.filter.initializers NameNode [Ljava.lang.String;@36c92891
hadoop.http.filter.initializers NameNode [Ljava.lang.String;@44e4324a
hadoop.http.filter.initializers NameNode [Ljava.lang.String;@4cf3fe7a
hadoop.http.filter.initializers NameNode [Ljava.lang.String;@524f6a4e
hadoop.http.filter.initializers NameNode [Ljava.lang.String;@72f4bf64
hadoop.http.filter.initializers NameNode [Ljava.lang.String;@75180089
hadoop.http.filter.initializers NameNode org.apache.hadoop.http.lib.StaticUserWebFilter
hadoop.http.idle_timeout.ms JournalNode 10000
hadoop.http.idle_timeout.ms NameNode 10000
hadoop.http.logs.enabled JournalNode true
hadoop.http.logs.enabled NameNode true
hadoop.http.max.request.header.size JournalNode 65536
hadoop.http.max.request.header.size NameNode 65536
hadoop.http.max.response.header.size JournalNode 65536
hadoop.http.max.response.header.size NameNode 65536
hadoop.http.max.threads JournalNode -1
hadoop.http.max.threads NameNode -1
hadoop.http.selector.count JournalNode -1
hadoop.http.selector.count NameNode -1
hadoop.http.socket.backlog.size JournalNode 128
hadoop.http.socket.backlog.size NameNode 128
hadoop.http.staticuser.user OtherComponent dr.who
hadoop.jetty.logs.serve.aliases JournalNode true
hadoop.jetty.logs.serve.aliases NameNode true
hadoop.kerberos.min.seconds.before.relogin NameNode 60
hadoop.kerberos.min.seconds.before.relogin OtherComponent 60
hadoop.proxyservers OtherComponent [Ljava.lang.String;@21439255
hadoop.rpc.protection NameNode [Ljava.lang.String;@169bca35
hadoop.rpc.protection NameNode [Ljava.lang.String;@24facc47
hadoop.rpc.protection NameNode [Ljava.lang.String;@3ccfc2c7
hadoop.rpc.protection NameNode [Ljava.lang.String;@3d1c4a2
hadoop.rpc.protection NameNode [Ljava.lang.String;@640aadc1
hadoop.rpc.protection NameNode [Ljava.lang.String;@7b406abf
hadoop.rpc.protection NameNode [Ljava.lang.String;@8b71d1a
hadoop.rpc.protection NameNode authentication
hadoop.rpc.socket.factory.class.default NameNode org.apache.hadoop.net.StandardSocketFactory
hadoop.rpc.socket.factory.class.default OtherComponent org.apache.hadoop.net.StandardSocketFactory
hadoop.security.auth_to_local.mechanism NameNode hadoop
hadoop.security.auth_to_local.mechanism OtherComponent hadoop
hadoop.security.authentication NameNode simple
hadoop.security.authentication OtherComponent simple
hadoop.security.authorization NameNode false
hadoop.security.authorization OtherComponent false
hadoop.security.dns.log-slow-lookups.enabled OtherComponent false
hadoop.security.dns.log-slow-lookups.threshold.ms OtherComponent 1000
hadoop.security.group.mapping OtherComponent org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback
hadoop.security.groups.cache.background.reload OtherComponent false
hadoop.security.groups.cache.background.reload.threads OtherComponent 3
hadoop.security.groups.cache.secs OtherComponent 300
hadoop.security.groups.cache.warn.after.ms OtherComponent 5000
hadoop.security.groups.negative-cache.secs OtherComponent 30
hadoop.security.token.service.use_ip OtherComponent true
hadoop.security.uid.cache.secs OtherComponent 14400
hadoop.service.shutdown.timeout OtherComponent 30
hadoop.service.shutdown.timeout OtherComponent 30s
hadoop.ssl.client.conf JournalNode ssl-client.xml
hadoop.ssl.client.conf NameNode ssl-client.xml
hadoop.ssl.client.conf OtherComponent ssl-client.xml
hadoop.ssl.enabled.protocols JournalNode TLSv1,SSLv2Hello,TLSv1.1,TLSv1.2
hadoop.ssl.enabled.protocols JournalNode [Ljava.lang.String;@1e800fd7
hadoop.ssl.enabled.protocols JournalNode [Ljava.lang.String;@2f6fd841
hadoop.ssl.enabled.protocols JournalNode [Ljava.lang.String;@53d47132
hadoop.ssl.enabled.protocols NameNode TLSv1,SSLv2Hello,TLSv1.1,TLSv1.2
hadoop.ssl.enabled.protocols NameNode [Ljava.lang.String;@28aecf94
hadoop.ssl.enabled.protocols NameNode [Ljava.lang.String;@2a96baf7
hadoop.ssl.enabled.protocols NameNode [Ljava.lang.String;@3cbe6c96
hadoop.ssl.enabled.protocols NameNode [Ljava.lang.String;@4c7c50c3
hadoop.ssl.enabled.protocols NameNode [Ljava.lang.String;@50cb5891
hadoop.ssl.enabled.protocols NameNode [Ljava.lang.String;@5c9874fc
hadoop.ssl.enabled.protocols NameNode [Ljava.lang.String;@61eadb61
hadoop.ssl.enabled.protocols NameNode [Ljava.lang.String;@724ce63b
hadoop.ssl.enabled.protocols NameNode [Ljava.lang.String;@a6a861a
hadoop.ssl.enabled.protocols NameNode [Ljava.lang.String;@c3c080
hadoop.ssl.enabled.protocols OtherComponent TLSv1,SSLv2Hello,TLSv1.1,TLSv1.2
hadoop.ssl.enabled.protocols OtherComponent [Ljava.lang.String;@4d76be11
hadoop.ssl.enabled.protocols OtherComponent [Ljava.lang.String;@538ba434
hadoop.ssl.hostname.verifier JournalNode DEFAULT
hadoop.ssl.hostname.verifier NameNode DEFAULT
hadoop.ssl.hostname.verifier OtherComponent DEFAULT
hadoop.ssl.keystores.factory.class JournalNode org.apache.hadoop.security.ssl.FileBasedKeyStoresFactory
hadoop.ssl.keystores.factory.class NameNode org.apache.hadoop.security.ssl.FileBasedKeyStoresFactory
hadoop.ssl.keystores.factory.class OtherComponent org.apache.hadoop.security.ssl.FileBasedKeyStoresFactory
hadoop.ssl.require.client.cert JournalNode false
hadoop.ssl.require.client.cert NameNode false
hadoop.ssl.require.client.cert OtherComponent false
hadoop.user.group.metrics.percentiles.intervals NameNode [I@147f0593
hadoop.user.group.metrics.percentiles.intervals NameNode [I@150e48aa
hadoop.user.group.metrics.percentiles.intervals NameNode [I@2a2d10e7
hadoop.user.group.metrics.percentiles.intervals NameNode [I@37fcbd7d
hadoop.user.group.metrics.percentiles.intervals NameNode [I@5bb196ad
hadoop.user.group.metrics.percentiles.intervals NameNode [I@5f8e63f
hadoop.user.group.metrics.percentiles.intervals NameNode [I@72beaeea
hadoop.user.group.metrics.percentiles.intervals NameNode [Ljava.lang.String;@21439255
hadoop.user.group.metrics.percentiles.intervals OtherComponent [I@53592d47
hadoop.user.group.metrics.percentiles.intervals OtherComponent [Ljava.lang.String;@21439255
hadoop.user.group.static.mapping.overrides OtherComponent dr.who=;
hadoop.workaround.non.threadsafe.getpwuid OtherComponent true
hdfs-default.xml OtherComponent file:/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/classes/hdfs-default.xml
hdfs-site.xml OtherComponent file:/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test-classes/hdfs-site.xml
hdfs.minidfs.basedir OtherComponent /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs
io.file.buffer.size NameNode 4096
io.file.buffer.size OtherComponent 4096
ipc.0.backoff.enable OtherComponent false
ipc.0.faircallqueue.priority-levels OtherComponent 0
ipc.0.scheduler.priority.levels OtherComponent 4
ipc.12104.backoff.enable NameNode false
ipc.12104.faircallqueue.priority-levels NameNode 0
ipc.12104.scheduler.priority.levels NameNode 4
ipc.12106.backoff.enable NameNode false
ipc.12106.faircallqueue.priority-levels NameNode 0
ipc.12106.scheduler.priority.levels NameNode 4
ipc.client.async.calls.max OtherComponent 100
ipc.client.bind.wildcard.addr OtherComponent false
ipc.client.connect.max.retries OtherComponent 10
ipc.client.connect.max.retries.on.sasl NameNode 5
ipc.client.connect.max.retries.on.sasl OtherComponent 5
ipc.client.connect.max.retries.on.timeouts NameNode 45
ipc.client.connect.max.retries.on.timeouts OtherComponent 45
ipc.client.connect.retry.interval OtherComponent 1000
ipc.client.connect.timeout OtherComponent 20000
ipc.client.connection.idle-scan-interval.ms NameNode 10000
ipc.client.connection.idle-scan-interval.ms OtherComponent 10000
ipc.client.connection.maxidletime NameNode 10000
